time_utc,label,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon
,0,297.772,295.218,272.917,296.345,66808.31,96837.096,0.1761047693510555,0.411,5.453180193236714,-0.212,-0.0,0.001,0.0,31.173630642085186,0.371,37851.074,96.244,0.002,-0.222,-0.577,-0.931,1.1185108974358975,166.868981074579,5.461412030755315,1.0,301.0289560691872,289.847,298.4101307426054,298.898,84.15818918490326,79.54927951657885,63.219,98.327,3.431,33.842,79.93625342679128
,0,292.232,298.3190619678335,289.288,278.617,62499.895,101708.949,-0.102,0.116,4.323,-0.222,-0.001,-0.001,0.002,31.173630642085186,0.7944468408262454,38249.736,84.28,0.002,-0.219,-0.591,4.100759235668789,0.155,143.996,5.461412030755315,1.0,280.06,297.227,298.4101307426054,280.602,80.764,68.009,73.29326036249014,97.21177445652174,2.0,32.318,72.676
,0,289.245,286.167,300.4776422074919,291.358,61070.517,105229.305,-0.316,-0.068,3.3,-0.393,0.00024330392943063353,0.0,0.001,17.414,0.375,79258.43,95.992,0.00018991517436380773,0.6797272583201269,-0.596,-1.035,0.333,79.451,5.461412030755315,1.0,296.544,303.45619514955536,298.4101307426054,289.727,76.872,68.295,73.29326036249014,100.237,1.678,32.71494814105633,77.15
,1,275.167,269.556,294.958,287.872,78694.730882662,102434.17,-0.324,0.23838879046545336,2.827,-0.211,0.001,0.001,0.0,17.946,0.581,37779.635,112.613,-0.001,-0.202,-0.577,4.100759235668789,1.1185108974358975,71.661,2.995,1.0,272.442,297.013,288.585,290.182,78.157,62.619,63.177,97.21177445652174,0.71,33.958,74.475
,1,278.106,294.086,274.804,277.295,65100.641,106469.229,-0.267,-0.105,2.558,-0.284,0.00024330392943063353,0.001,-0.002,17.482,0.813,36296.646,123.238,-0.001,-0.183,-0.506,-0.888,0.56,71.215,2.57,1.0,301.0289560691872,290.128,283.612,298.386,80.441,125.264,64.094,95.028,0.446,34.936,76.042
,0,283.029,281.532,279.438,287.446,62633.379,103270.507,-0.335,-0.14,2.857,-0.196,0.0,0.001,-0.0,17.813,0.926,37572.544,110.184,0.0,-0.361,-0.552,4.100759235668789,0.356,70.367,2.719,1.0,301.0289560691872,288.512,283.496,300.565,76.256,67.392,73.29326036249014,102.62,0.44,32.691,79.93625342679128
,1,270.473,275.867,287.132,269.041,65020.663,97082.495,-0.366,-0.184,3.116,-0.189,0.001,0.0,-0.001,31.173630642085186,1.282,39105.609,99.859,-0.001,-0.181,-0.512,-0.845,0.41,62.67,2.977,1.0,301.0289560691872,298.383,272.971,304.0114993913573,84.15818918490326,64.354,56.78,97.94,3.1886087160262413,32.275,79.93625342679128
,1,301.6345762685402,277.344,518.183,439.556,64256.613,104873.187,-0.446,-0.312,3.847,-0.215,-0.0,-0.001,0.002,18.249,0.868,39526.016,97.616,-0.001,-0.219,-0.566,-0.991,1.1185108974358975,166.868981074579,4.006,1.0,279.813,303.45619514955536,289.123,278.992,73.046,64.509,55.587,97.21177445652174,0.318,32.242,79.93625342679128
,0,301.6345762685402,278.488,294.186,281.578,64637.751,97214.724,-0.602,-0.79,5.264,-0.233,-0.001,0.0,-0.001,17.084,0.979,37662.059,33.649,-0.001,-0.213,-0.606,-1.06,0.988,38.058,5.461412030755315,1.0,288.636,300.386,270.181,304.0114993913573,77.569,62.405,57.506,95.48,0.149,34.088,79.149
,0,277.422,281.034,277.189,280.603,78694.730882662,104387.0666266772,-0.962,-0.685,5.865,-0.24,-0.002,-0.001,0.0,16.014,0.92,36564.913,2.378,-0.002,-0.226,-0.659,-1.109,1.1185108974358975,51.782,5.859,1.0,279.879,295.291,298.4101307426054,303.238,75.122,68.579,76.723,97.21177445652174,0.792,34.742,73.046
,1,273.68,277.408,281.738,275.788,62917.915,100758.597,-1.196,-0.785,6.312,-0.238,0.001,-0.0,-0.001,16.812,0.758,36516.202,337.12472982675195,0.00018991517436380773,-0.244,-0.649,-1.097,1.364,166.868981074579,5.461412030755315,1.0,283.281,280.262,298.4101307426054,286.204,84.15818918490326,79.54927951657885,56.058,97.249,1.062,67.497,73.272
,0,388.297,273.906,269.575,275.636,62003.595,101328.061,-1.408,-0.727,6.738,-0.24,0.001,0.000466830090393749,0.0001823262839879154,31.173630642085186,0.654,38522.778,0.069,-0.001,-0.238,2.043423367593712,4.100759235668789,1.558,59.85,6.695,1.0,298.011,276.633,284.745,299.575,73.7,79.54927951657885,57.797,98.695,1.155,56.729,76.29
,0,301.6345762685402,277.075,282.594,299.81499398426655,65440.889,103081.295,-1.3,-0.747,9.807,0.6765805065234076,0.001,-0.0,0.0001823262839879154,16.217,0.33,36769.947,0.552,0.001,-0.239,-0.876,-1.252,1.472,58.479,6.439,1.0,276.862,279.55,298.4101307426054,304.0114993913573,77.481,62.766,58.199,95.186,2.711,31.795,78.003
,0,296.199,517.594,275.723,289.317,63512.038,103579.411,0.1761047693510555,-0.519,6.606,0.6765805065234076,-0.001,-0.0,0.0,15.276,0.26,37138.178,2.706,-0.001,-0.55,-0.709,-1.239,1.1185108974358975,59.12,6.951,1.0,296.698,281.984,298.4101307426054,285.439,74.399,67.309,57.039,99.501,3.416,32.107,78.343
,1,282.303,568.018,294.325,269.732,61012.034,106007.394,-0.202,-0.028,6.112,-0.248,0.0,0.002,0.0,31.173630642085186,0.207,39169.198,5.151,0.0,-0.258,-0.674,-1.17,0.199,78.539,5.841,1.0,277.046,294.681,298.4101307426054,293.978,113.458,62.386,54.033,104.433,4.877,34.675,78.069
,1,288.435,290.874,293.69,287.698,60818.284,104387.0666266772,0.585,0.385,5.453180193236714,-0.239,-0.003,-0.002,0.0001823262839879154,16.283,0.115,36665.104,19.755,0.0,-0.241,-0.669,-1.149,0.685,231.377,5.299,1.0,271.156,298.734,282.023,282.562,71.266,68.644,54.178,101.584,6.886,32.021,72.765
,0,431.497,298.3190619678335,298.794,279.292,66928.501,102406.147,0.819,0.463,6.252,-0.243,0.00024330392943063353,-0.001,-0.0,31.173630642085186,0.201,25344.456596221018,40.831,0.0,-0.25,-0.636,-1.146,1.748,235.034,5.801,1.0,279.718,303.45619514955536,298.4101307426054,289.463,84.15818918490326,66.211,54.284,96.447,8.086,32.71494814105633,78.85
,1,280.888,286.03,468.038,296.991,64242.618,99418.472,1.218,0.629,7.584,-0.213,0.002,0.001,0.0001823262839879154,16.566,0.7944468408262454,39122.508,52.341,0.00018991517436380773,0.6797272583201269,-0.601,-2.006,1.338,245.38,7.728,1.0,298.149,287.536,277.04,304.0114993913573,74.733,64.936,58.385,96.647,8.303,32.71494814105633,79.333
,0,277.823,291.536,297.851,282.127,64740.384,105346.449,1.33,0.715,7.923,0.6765805065234076,0.001,-0.001,-0.001,17.955,0.242,25344.456596221018,44.696,0.001,-0.117,-0.388,-0.616,1.1185108974358975,244.931,8.013,1.0,280.706,303.45619514955536,275.371,304.0114993913573,77.733,67.364,59.3,97.63,11.87,32.659,77.642
,1,299.759,280.289,280.593,299.81499398426655,62981.391,104387.0666266772,1.218,0.789,8.59,-0.038,0.001,0.0,0.0,19.863,0.7944468408262454,38327.445,59.544,-0.0,-0.037,-0.138,-0.235,1.527,232.601,8.553,1.0,277.215,281.959,273.655,543.29,74.617,66.439,58.556,103.571,8.231,32.71494814105633,78.179
,0,288.283,298.3190619678335,275.492,297.865,63307.322,105046.65,1.323,0.789,5.453180193236714,0.045,-0.001,0.001,-0.001,20.33,0.565,39558.668,142.349,0.001,0.04,0.101,0.162,1.644,242.744,5.461412030755315,1.0,301.0289560691872,303.45619514955536,274.153,303.176,84.15818918490326,65.111,59.246,94.892,5.782,66.161,77.974
,0,290.343,298.3190619678335,298.916,296.643,66032.609,101540.651,1.399,0.659,7.484,-0.077,0.001,-0.004,0.001,19.581,0.474,36996.484,130.704,-0.002,0.6797272583201269,-0.112,-0.239,1.593,166.868981074579,5.461412030755315,1.0,277.647,279.555,283.677,300.354,84.15818918490326,67.011,55.759,102.26,3.1886087160262413,34.597,79.93625342679128
,1,274.709,292.677,300.4776422074919,287.895,124808.771,104387.0666266772,0.956,0.489,6.954,-0.085,0.00024330392943063353,-0.001,0.0001823262839879154,31.173630642085186,0.612,37814.825,121.682,-0.001,-0.092,-0.151,-0.228,1.132,235.15,6.995,1.0,294.187,303.45619514955536,284.292,304.0114993913573,84.15818918490326,79.54927951657885,54.219,101.649,3.1886087160262413,32.71494814105633,76.918
,1,300.494,293.441,278.144,275.011,78694.730882662,97181.588,0.804,0.361,5.453180193236714,-0.16,0.00024330392943063353,-0.0,0.0,19.753,0.7944468408262454,25344.456596221018,103.963,0.0,-0.162,-0.36,-0.476,0.892,237.107,5.799,1.0,278.027,424.106,298.4101307426054,288.99,72.789,62.654,57.907,99.05,4.29,32.71494814105633,77.555
,0,274.513,570.717,281.986,294.136,62775.509,104387.0666266772,0.432,0.237,3.772,-0.159,-0.0,-0.0,-0.001,19.938,0.724,37721.855,86.611,0.00018991517436380773,0.6797272583201269,-0.395,-0.521,0.469,166.868981074579,4.006,1.0,297.513,292.536,292.508,303.615,71.455,64.855,56.657,100.469,2.545,33.885,72.885
,1,271.522,538.617,296.246,269.176,65258.804,105998.266,0.255,0.185,3.601,-0.175,0.001,-0.002,0.0,18.239,0.722,38253.226,144.66,0.00018991517436380773,-0.18,-0.467,-0.68,0.331,236.337,3.518,1.0,279.213,286.602,268.175,289.696,78.024,67.884,58.446,96.143,1.197,33.088,79.452
,1,271.589,415.092,300.4776422074919,290.564,62818.236,102806.957,0.1761047693510555,0.093,3.445,-0.177,-0.001,-0.0,0.002,18.182,0.739,39389.755,197.729,-0.001,-0.179,-0.462,-0.771,0.11,141.742,7.221,1.0,284.572,280.525,271.705,290.954,77.899,65.012,55.621,103.109,1.025,31.654,74.069
,1,293.615,277.565,290.506,299.81499398426655,63046.021,101114.85,-0.202,0.013,3.184,-0.289,-0.001,0.001,0.001,31.173630642085186,1.007,38483.562,233.171,-0.0,-0.187,-0.476,4.100759235668789,0.201,91.576,3.279,1.0,271.707,301.446,268.988,299.758,74.157,79.54927951657885,59.225,99.615,0.334,46.22,73.686
,1,401.764,292.962,300.4776422074919,269.319,62396.549,104710.371,0.1761047693510555,0.019,3.266,-0.185,0.001,0.0,0.0,18.024,1.047,39696.905,277.585,-0.0,-0.171,-0.503,-0.795,0.177,92.222,3.246,1.0,283.555,295.176,388.339,292.881,76.385,67.959,58.337,104.323,0.249,33.324,77.337
,1,294.661,298.3190619678335,269.586,286.697,63918.286,105147.926,0.1761047693510555,0.062,2.576,0.032,-0.0,0.0,0.002,20.3,0.7944468408262454,75554.833,255.232,0.001,0.035,-0.056,-0.094,0.217,110.774,5.461412030755315,1.0,273.198,303.45619514955536,298.4101307426054,304.0114993913573,80.056,83.302,73.29326036249014,102.687,0.055,44.762,79.93625342679128
,1,284.926,284.845,282.347,271.066,61716.274,103726.113,-0.422,0.23838879046545336,2.737,0.053,-0.001,0.001,0.001,19.209,1.014,39181.925,284.818,0.0,0.099,0.093,0.137,1.1185108974358975,97.232,2.688,1.0,277.526,303.45619514955536,289.776,291.203,84.15818918490326,87.146,71.054,96.929,0.015,33.533,78.742
,1,301.6345762685402,294.932,284.037,277.86,64002.641,101628.739,-0.566,-0.234,4.065,0.095,0.00024330392943063353,0.001,0.0001823262839879154,31.173630642085186,1.025,37849.783,228.067,0.0,0.094,0.292,0.376,0.609,66.18,5.461412030755315,1.0,292.49,303.45619514955536,282.763,287.597,83.473,84.936,69.662,96.503,0.033,62.083,74.061
,1,275.855,273.37,273.806,299.81499398426655,61213.643,104387.0666266772,-0.586,-0.271,4.535,0.293,0.001,0.000466830090393749,-0.001,22.264,1.021,36128.071,226.302,-0.0,0.292,0.772,1.257,1.1185108974358975,66.474,4.434,1.0,287.847,299.498,497.107,298.256,82.592,79.54927951657885,71.917,103.029,3.1886087160262413,33.915,79.93625342679128
,1,288.734,268.435,277.29,292.266,63582.192,104387.0666266772,-0.283,-0.107,4.316,0.064,0.00024330392943063353,0.001,-0.001,19.636,0.984,70485.695,267.834,0.002,0.064,2.043423367593712,0.677,0.317,67.686,4.122,1.0,292.338,303.45619514955536,281.818,304.0114993913573,84.15818918490326,86.393,69.444,187.505,0.207,33.273,75.389
,1,301.6345762685402,290.378,287.244,270.34,65731.287,101493.512,-0.702,-0.492,5.453180193236714,-0.056,-0.001,0.0,0.001,21.117,1.019,36829.577,337.12472982675195,0.001,-0.057,0.084,0.31,0.884,92.85,4.739,1.0,288.957,296.033,298.4101307426054,298.356,82.027,89.145,68.578,97.278,0.525,33.387,74.578
,1,271.06,531.293,274.896,286.696,64906.789,103794.928,-0.771,0.23838879046545336,5.453180193236714,-0.103,0.001,0.003,0.0001823262839879154,31.173630642085186,0.986,25344.456596221018,43.706,0.0,-0.111,2.043423367593712,0.026,0.935,59.355,4.505,1.0,301.0289560691872,303.45619514955536,359.079,277.518,84.15818918490326,88.227,71.675,164.736,0.598,31.758,74.369
,1,282.272,287.225,377.999,290.683,64521.362,104387.0666266772,-0.712,0.23838879046545336,4.525,0.6765805065234076,-0.002,-0.001,-0.0,19.929,0.948,36471.142,6.244,0.00018991517436380773,-0.149,2.043423367593712,-0.232,1.1185108974358975,62.673,4.551,1.0,277.733,279.738,298.4101307426054,293.248,84.565,89.818,66.29,104.43,1.324,32.71494814105633,77.467
,1,281.934,298.3190619678335,282.54,270.913,63781.288,99681.676,-0.532,-0.063,4.628,-0.161,-0.001,0.0,0.001,31.173630642085186,0.83,36972.483,14.309,0.0,0.6797272583201269,-0.403,4.100759235668789,1.1185108974358975,80.883,5.461412030755315,1.0,285.722,303.45619514955536,298.4101307426054,276.681,84.331,79.54927951657885,66.445,97.21177445652174,1.993,32.931,74.527
,1,283.138,281.492,291.146,283.738,65950.595,97489.565,0.032,0.776,6.358,-0.157,-0.0,-0.002,0.0,19.342,0.775,38925.551,44.448,0.0,-0.159,-0.447,4.100759235668789,0.786,187.977,5.835,1.0,294.669,296.737,289.227,291.915,80.527,87.845,72.5,98.875,3.903,32.294,79.93625342679128
,1,294.375,287.209,276.479,292.695,65839.103,103758.585,0.689,1.0,5.453180193236714,0.6765805065234076,-0.001,-0.001,-0.002,20.807,0.716,39450.881,91.845,0.00018991517436380773,-0.043,-0.172,4.100759235668789,1.21,204.885,5.877,1.0,287.285,295.808,281.49,304.0114993913573,80.924,84.829,68.878,103.013,5.532,34.272,74.596
,0,301.252,298.3190619678335,298.458,299.81499398426655,64065.318,104387.0666266772,1.084,0.924,5.453180193236714,0.126,-0.001,0.000466830090393749,0.0,22.379,0.921,25344.456596221018,461.134,0.0,0.133,0.273,0.535,1.1185108974358975,223.192,5.461412030755315,1.0,272.945,299.348,284.587,304.0114993913573,85.002,83.561,69.327,97.21177445652174,5.469,32.71494814105633,77.103
,1,273.359,281.249,300.4776422074919,280.837,78694.730882662,100092.458,1.468,0.579,8.29,0.463,0.001,0.0,0.0,24.203,0.938,55849.943,1943.363,0.002,0.436,2.043423367593712,4.100759235668789,1.574,243.198,5.461412030755315,1.0,284.98,282.948,271.92,278.819,77.773,89.788,72.374,97.21177445652174,6.353,32.649,78.744
,1,284.901,298.3190619678335,300.4776422074919,273.108,64033.934,98298.902,1.125,0.791,8.266,1.166,0.002,-0.0,0.0,28.514,1.457,36523.767,1670.884,0.00018991517436380773,1.237,2.794,5.192,1.422,234.25,8.056,1.0,286.121,287.193,291.919,304.0114993913573,84.092,83.882,69.688,97.21177445652174,2.071,31.795,78.784
,0,281.401,275.011,290.404,299.81499398426655,63118.335,104988.516,1.064,0.23838879046545336,7.187,1.042,0.001,0.0,0.002,27.269,1.005,37519.247,1176.717,0.00018991517436380773,1.041,3.036,4.100759235668789,1.33,166.868981074579,7.671,1.0,272.088,567.458,298.4101307426054,278.585,82.906,79.54927951657885,71.927,104.439,1.599,31.741,73.622
,1,282.298,272.421,295.692,274.33,65146.388,101397.284,0.1761047693510555,0.23838879046545336,7.858,0.6765805065234076,-0.0,0.0,-0.0,27.329,1.711,38620.07,1164.289,-0.0,0.951,2.953,4.100759235668789,1.131,230.55,7.132,1.0,278.965,280.762,283.558,296.391,84.15818918490326,89.681,67.423,100.046,1.781,32.71494814105633,79.93625342679128
,0,289.58,298.3190619678335,277.423,283.678,78694.730882662,100871.891,0.568,0.683,6.823,0.915,0.0,-0.001,0.0,25.804,0.7944468408262454,39707.021,337.12472982675195,0.002,0.6797272583201269,2.043423367593712,5.384,1.1185108974358975,223.017,12.353,1.0,286.506,279.605,279.932,278.425,84.537,85.914,73.29326036249014,98.582,3.1886087160262413,32.39,79.93625342679128
,0,301.6345762685402,505.1,278.243,289.341,64927.854,104387.0666266772,0.931,0.551,6.524,1.041,0.002,-0.0,0.001,50.657,0.997,37747.112,862.377,0.002,0.6797272583201269,3.085,6.167,1.052,240.807,6.879,1.0,290.781,284.876,280.857,289.219,78.262,79.54927951657885,73.29326036249014,99.734,2.059,34.925,79.93625342679128
,1,278.67,269.372,297.403,270.917,64968.472,96423.532,0.521,0.386,5.322,0.6765805065234076,-0.001,0.0,0.001,23.049,0.993,25344.456596221018,206.115,0.001,0.311,1.375,3.364,0.664,166.868981074579,5.523,1.0,295.816,284.8,289.585,286.141,80.276,88.778,72.375,95.757,2.164,32.71494814105633,75.841
,1,281.445,270.422,292.772,272.712,117825.264,106140.703,0.347,0.23838879046545336,4.548,0.166,-0.001,0.000466830090393749,0.002,21.975,0.977,39733.248,71.069,0.00018991517436380773,0.17,2.043423367593712,2.283,0.583,202.643,4.32,1.0,301.0289560691872,296.364,298.4101307426054,292.066,82.187,84.526,68.294,98.513,1.578,34.867,77.67
,0,275.708,282.455,269.894,299.81499398426655,62172.096,99628.535,-0.103,0.134,4.601,0.488,0.002,0.0,0.001,43.116,1.001,39593.927,87.83,-0.001,0.447,2.043423367593712,3.274,0.165,141.946,4.772,1.0,276.894,276.426,270.493,288.597,79.609,88.348,71.029,100.765,1.41,31.712,79.93625342679128
,1,301.6345762685402,287.43,281.421,299.81499398426655,64959.454,101858.064,-0.528,0.23838879046545336,3.481,0.007,0.00024330392943063353,-0.001,0.0,31.173630642085186,0.967,36023.986,28.985,-0.001,0.006,2.043423367593712,1.174,0.601,69.602,3.509,1.0,537.167,303.45619514955536,286.561,277.704,80.031,151.869,73.29326036249014,97.169,1.638,33.791,74.825
,0,271.351,289.998,282.291,299.81499398426655,78694.730882662,106368.786,-0.568,0.079,3.71,0.6765805065234076,-0.002,0.0,-0.001,21.681,0.7944468408262454,25344.456596221018,2.899,0.0,0.6797272583201269,0.056,4.100759235668789,0.853,166.868981074579,3.632,1.0,288.542,303.45619514955536,275.558,297.469,84.15818918490326,84.475,71.226,97.21177445652174,1.276,52.509,79.93625342679128
,1,269.276,294.381,278.217,274.953,66878.638,100130.032,-0.362,0.23838879046545336,4.139,-0.105,-0.0,-0.0,0.001,19.864,1.009,25344.456596221018,6.709,0.00018991517436380773,-0.107,-0.242,-0.021,1.1185108974358975,166.868981074579,4.057,1.0,301.0289560691872,272.853,287.117,283.469,79.259,87.259,70.032,97.21177445652174,0.589,34.107,73.736
,1,301.6345762685402,293.726,276.125,272.714,64741.984,200580.249,-0.522,0.032,5.049,-0.114,0.00024330392943063353,-0.001,-0.0,21.203,0.951,36974.495,8.718,-0.001,0.6797272583201269,-0.287,4.100759235668789,0.511,91.154,5.082,1.0,301.0289560691872,303.45619514955536,288.155,278.093,84.15818918490326,79.54927951657885,73.29326036249014,101.704,0.334,32.71494814105633,79.93625342679128
,0,276.361,267.251,268.487,274.053,64357.742,96591.679,-0.44,-0.022,4.704,-0.121,-0.002,-0.002,0.0,19.556,1.962,25344.456596221018,4.014,0.00018991517436380773,-0.117,-0.303,-0.275,0.437,166.868981074579,4.718,1.0,301.0289560691872,303.45619514955536,292.629,304.0114993913573,84.15818918490326,79.54927951657885,95.496,95.168,0.406,33.607,79.732
,0,292.857,298.3190619678335,292.582,289.757,61433.505,99878.404,-0.5,-0.045,5.453180193236714,-0.111,-0.001,0.000466830090393749,0.0,20.836,0.958,36428.876,3.691,-0.0,-0.107,-0.29,4.100759235668789,0.502,84.656,4.305,1.0,301.0289560691872,303.45619514955536,272.086,304.0114993913573,84.15818918490326,79.54927951657885,94.779,93.802,3.1886087160262413,32.71494814105633,76.562
,0,271.234,279.561,286.013,282.246,66845.253,97711.788,-0.728,-0.398,3.941,-0.054,0.00024330392943063353,0.001,-0.0,20.191,1.029,37147.858,9.821,-0.0,-0.058,-0.285,-0.246,0.813,64.398,5.461412030755315,1.0,301.0289560691872,303.45619514955536,293.433,288.323,84.15818918490326,79.54927951657885,73.29326036249014,94.616,0.475,34.787,79.93625342679128
,0,280.72,289.841,289.948,272.884,63586.673,99307.928,-0.671,-0.363,4.379,0.6765805065234076,-0.001,-0.001,-0.001,20.661,1.018,36954.927,337.12472982675195,0.001,0.011,2.043423367593712,0.013,1.1185108974358975,59.072,4.597,1.0,301.0289560691872,303.45619514955536,281.96,284.329,84.15818918490326,79.54927951657885,98.855,97.036,0.643,32.757,79.93625342679128
,1,293.557,286.111,276.679,295.274,79086.494,142325.548,-0.243,-0.583,4.548,0.007,-0.001,-0.001,0.0001823262839879154,31.173630642085186,0.704,25327.672,12.003,0.002,0.009,2.043423367593712,0.203,0.615,166.868981074579,4.127,1.0,301.0289560691872,287.967,279.697,287.15,80.188,74.589,68.285,97.21177445652174,1.612,31.008,81.912
,1,280.667,281.593,300.4776422074919,275.058,78694.730882662,104387.0666266772,-0.33,-0.335,4.236,0.6765805065234076,0.00024330392943063353,0.0,-0.001,37.515,0.743,23490.827,11.841,-0.0,0.6797272583201269,0.057,0.219,0.433,32.073,4.198,1.0,296.118,298.929,298.4101307426054,304.12,79.889,71.029,72.652,97.21177445652174,1.87,32.71494814105633,79.93625342679128
,0,280.397,298.3190619678335,286.969,283.539,72609.312,104387.0666266772,-0.051,-0.248,4.452,0.019,0.002,0.001,0.002,27.882,0.703,24325.262,17.377,0.0,0.6797272583201269,0.12,0.246,0.525,15.629,4.44,1.0,301.557,291.59,298.4101307426054,290.567,75.29,74.223,73.173,90.77,2.921,32.71494814105633,83.058
,0,290.07,287.119,279.215,296.006,78434.007,104740.373,0.222,0.154,4.694,0.02,0.001,-0.0,-0.002,31.173630642085186,0.7944468408262454,25357.35,54.623,0.00018991517436380773,0.019,2.043423367593712,4.100759235668789,0.238,256.978,4.591,1.0,302.415,305.564,283.525,308.49,78.236,73.399,67.276,96.635,4.316,32.71494814105633,80.934
,0,279.819,298.3190619678335,300.4776422074919,286.051,73795.149,104387.0666266772,0.1761047693510555,0.482,5.453180193236714,0.046,-0.0,0.0,-0.002,26.937,0.741,24915.036,197.152,0.00018991517436380773,0.046,0.157,0.383,0.713,226.032,5.166,1.0,301.0289560691872,301.428,298.021,304.0114993913573,81.398,75.034,70.325,92.19,4.393,28.669,82.72
,1,307.023,298.3190619678335,284.497,280.92,79319.377,104387.0666266772,0.489,0.516,6.354,0.136,0.001,0.001,0.0001823262839879154,54.108,0.78,25344.456596221018,413.346,-0.003,0.13,0.648,0.71,0.658,212.832,6.419,1.0,507.793,281.774,301.124,289.947,75.072,72.027,73.29326036249014,92.617,3.1886087160262413,29.997,79.93625342679128
,1,301.6345762685402,275.164,304.153,298.01,76360.163,101469.651,0.295,0.606,6.396,0.172,-0.001,0.001,0.0001823262839879154,31.173630642085186,0.7944468408262454,24620.238,1134.305,-0.0,0.169,0.482,0.905,0.643,201.67,6.969,1.0,303.125,290.762,276.015,284.556,79.318,75.122,73.29326036249014,92.972,4.982,30.133,82.62
,0,301.6345762685402,295.631,282.023,305.056,77379.811,104387.0666266772,0.1761047693510555,0.882,5.728,0.076,-0.001,0.000466830090393749,0.001,31.173630642085186,0.874,24638.494,965.717,-0.002,0.077,2.043423367593712,0.617,1.055,209.376,5.406,1.0,290.304,303.45619514955536,297.6,298.837,75.832,70.014,71.143,93.257,5.07,32.71494814105633,76.842
,1,454.134,295.569,281.857,291.729,71894.477,102118.374,0.915,1.129,11.92,0.6765805065234076,0.001,0.0,-0.001,25.572,0.7944468408262454,24475.606,1304.55,0.00018991517436380773,0.132,0.424,0.814,1.1185108974358975,216.674,6.215,1.0,283.81,302.452,298.4101307426054,289.428,77.944,71.595,73.29326036249014,93.931,5.03,31.244,79.185
,1,301.6345762685402,289.799,297.515,303.53,74288.306,97487.07,2.115,1.126,6.987,0.117,0.00024330392943063353,-0.003,-0.001,31.173630642085186,0.893,31824.833,1509.511,-0.001,0.124,2.043423367593712,0.889,1.685,229.988,7.171,1.0,301.394,288.144,277.374,300.164,81.618,76.981,72.094,93.609,5.923,39.816,79.93625342679128
,1,301.6345762685402,303.653,306.653,294.408,75876.03,105143.767,1.034,1.274,7.018,0.134,-0.0,-0.001,0.0,27.368,0.884,25344.456596221018,337.12472982675195,0.001,0.135,0.408,4.100759235668789,1.662,220.649,6.91,1.0,278.531,282.961,283.438,282.616,74.969,70.371,66.811,93.651,4.959,30.501,82.394
,0,298.127,298.3190619678335,282.786,285.049,74508.588,104387.0666266772,0.1761047693510555,1.102,6.566,0.6765805065234076,0.001,0.001,-0.0,25.758,0.889,25564.53,337.12472982675195,0.00018991517436380773,0.177,0.505,4.100759235668789,1.436,166.868981074579,6.789,1.0,278.547,290.09,296.35,298.826,76.06,75.473,70.799,95.705,4.707,30.841,76.041
,1,305.948,302.477,296.605,555.756,79091.477,102759.301,0.1761047693510555,1.82,5.453180193236714,0.076,0.002,0.001,0.002,31.173630642085186,0.7944468408262454,24823.804,599.379,0.0,0.072,0.536,0.677,1.157,226.815,5.984,1.0,287.451,298.161,276.941,295.459,84.15818918490326,72.827,67.202,94.793,4.254,29.439,82.206
,0,488.0,477.443,305.303,282.862,78523.331,152340.857,0.1761047693510555,0.516,4.782,0.022,-0.001,0.000466830090393749,-0.001,25.861,1.032,25535.223,337.12472982675195,0.0,0.6797272583201269,0.242,4.100759235668789,0.641,313.768,4.992,1.0,304.027,281.697,298.4101307426054,299.995,84.15818918490326,74.753,73.29326036249014,99.397,3.972,30.326,81.925
,0,293.041,295.495,291.015,280.587,76083.087,104102.241,0.183,0.23838879046545336,5.453180193236714,0.004,0.002,-0.001,0.0,38.577,0.976,25105.04,515.832,0.001,0.005,0.08,0.397,0.55,205.055,3.596,1.0,284.302,303.45619514955536,282.839,298.102,81.88,74.321,70.621,95.89,3.066,30.367,79.93625342679128
,1,297.311,298.3190619678335,300.042,299.81499398426655,75910.685,96471.959,-0.039,0.38,3.353,0.034,0.00024330392943063353,-0.0,-0.001,27.262,1.019,24990.348,545.359,0.0,0.032,0.172,0.472,0.367,180.173,3.486,1.0,288.63,303.45619514955536,275.918,290.258,81.596,132.485,70.967,94.324,1.631,29.275,79.93625342679128
,1,278.56,286.559,300.4776422074919,299.81499398426655,76849.858,128021.412,0.1761047693510555,0.221,5.453180193236714,0.12,-0.0,0.001,-0.0,31.173630642085186,0.981,45136.59,337.12472982675195,0.002,0.12,2.043423367593712,4.100759235668789,0.268,308.082,3.272,1.0,304.932,288.029,298.477,306.246,84.15818918490326,74.718,129.672,97.15,1.208,58.931,79.93625342679128
