time_utc,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon,time_local,label,_target_orig,date,new_label
,,293.612,272.997,290.265,,97035.427,1.307,0.361,,,-0.0,-0.0,,,0.748,36613.792,,-0.0,0.021,0.076,0.165,1.38,,7.067,,297.185,301.2,,,92.39,,77.332,101.957,3.197,,,2025-08-15 12:30:00+05:30,0.958,2025-08-15 07:00:00,2025-08-15,0
,292.182,,281.952,285.153,61766.538,105383.844,1.265,0.32,,,0.0,0.0,0.001,25.058,0.71,37911.768,32.422,0.001,0.302,0.672,,1.346,244.354,7.18,,270.409,281.226,290.27,285.746,,80.688,80.616,98.374,2.362,,79.408,2025-08-15 13:30:00+05:30,0.96,2025-08-15 08:00:00,2025-08-15,0
,276.884,286.712,270.991,278.282,113216.925,100130.489,0.981,0.387,7.13,0.703,0.0,-0.001,0.002,,,38160.936,,0.002,0.686,,3.119,1.013,,,,294.875,287.168,294.117,299.073,88.719,84.603,,94.842,1.227,,77.353,2025-08-15 14:30:00+05:30,0.959,2025-08-15 09:00:00,2025-08-15,0
,,281.383,,,,104579.792,1.941,0.486,7.275,0.299,0.0,0.001,-0.0,24.98,,36414.156,149.586,0.001,0.49,,1.756,1.144,247.294,7.504,,276.05,283.816,278.642,301.975,84.643,86.535,81.511,103.923,,34.626,77.011,2025-08-15 15:30:00+05:30,0.971,2025-08-15 10:00:00,2025-08-15,0
,288.326,280.843,287.777,,,96290.151,0.851,0.568,7.678,1.53,-0.0,0.001,0.001,,0.943,,56.159,0.002,1.57,3.921,6.376,,239.114,7.902,,276.467,297.292,278.699,294.725,85.336,88.298,81.888,96.742,,33.588,79.627,2025-08-15 16:30:00+05:30,1.012,2025-08-15 11:00:00,2025-08-15,0
,278.708,292.875,,297.057,66840.044,97717.944,0.495,,7.497,0.536,0.001,0.001,-0.002,25.037,0.92,38224.136,31.275,-0.0,0.565,1.968,3.655,0.592,233.744,7.032,,271.338,299.803,283.947,293.982,90.741,85.34,80.076,97.266,2.896,34.061,79.998,2025-08-15 17:30:00+05:30,1.86,2025-08-15 12:00:00,2025-08-15,0
,293.549,292.424,,294.979,63447.769,104366.608,,,5.134,0.178,,,0.0,23.456,,36957.834,17.883,-0.001,,1.21,2.239,0.332,230.166,5.269,,270.284,285.31,277.389,293.856,92.909,80.675,83.49,97.069,3.9,34.833,78.774,2025-08-15 18:30:00+05:30,,2025-08-15 13:00:00,2025-08-15,0
,279.445,289.625,283.595,273.518,,104771.899,0.007,0.047,3.66,-0.017,-0.001,-0.002,0.001,22.986,0.903,75217.306,11.209,0.001,-0.018,,1.248,0.049,189.449,3.438,,277.912,301.301,280.373,275.561,87.527,88.511,139.994,94.622,,33.778,74.121,2025-08-15 19:30:00+05:30,0.958,2025-08-15 14:00:00,2025-08-15,0
,294.311,385.239,,,,96425.745,-0.123,-0.106,4.358,,-0.001,0.001,0.001,22.819,1.678,38842.488,4.68,0.001,-0.063,-0.078,0.774,0.166,50.072,4.448,,285.106,,270.165,297.806,89.185,82.568,79.12,97.548,0.561,69.877,77.99,2025-08-15 20:30:00+05:30,1.038,2025-08-15 15:00:00,2025-08-15,0
,286.863,271.187,272.735,567.379,,102158.138,,-0.132,4.914,-0.084,-0.001,-0.001,-0.001,21.659,0.993,38545.545,7.689,0.0,-0.09,-0.197,,,67.171,4.913,,297.379,284.555,289.438,289.685,,83.853,80.11,103.969,0.775,33.56,77.656,2025-08-15 21:30:00+05:30,0.956,2025-08-15 16:00:00,2025-08-15,0
,275.932,282.709,295.461,272.574,63866.293,100945.442,,-0.134,,-0.122,0.001,0.001,0.001,20.029,1.02,36011.139,,-0.0,-0.113,-0.311,,0.431,,4.409,,270.402,,282.735,,91.386,88.213,78.604,101.583,0.518,32.955,120.993,2025-08-15 22:30:00+05:30,1.019,2025-08-15 17:00:00,2025-08-15,0
,281.626,286.983,,274.366,63732.553,96304.183,-0.689,-0.054,4.395,-0.134,0.003,,-0.001,21.366,,39386.06,0.268,-0.001,-0.138,-0.368,-0.485,0.657,82.06,,,,,269.591,302.414,92.937,82.597,80.135,101.583,0.585,,79.113,2025-08-15 23:30:00+05:30,1.028,2025-08-15 18:00:00,2025-08-15,0
,,294.557,287.526,279.281,64410.411,102677.969,-0.489,0.028,,-0.145,0.001,0.001,,30.044,0.974,38541.95,0.524,0.001,,-0.35,-0.573,0.497,91.149,,,296.198,277.053,279.333,304.037,83.679,73.641,64.267,,0.564,,,2025-08-16 00:30:00+05:30,,2025-08-15 19:00:00,2025-08-16,0
,278.338,273.182,277.362,,61330.603,100958.64,-0.264,-0.048,2.447,-0.136,0.001,-0.001,-0.001,,0.925,39227.166,1.237,0.002,-0.223,-0.343,-0.555,0.5,145.196,,,292.017,282.448,289.791,295.764,77.921,67.63,65.256,,0.473,33.463,75.376,2025-08-16 01:30:00+05:30,1.035,2025-08-15 20:00:00,2025-08-16,0
,296.031,277.923,276.212,273.74,64493.159,101607.646,,-0.068,2.583,-0.139,0.0,-0.001,-0.0,19.765,0.95,,,0.0,-0.137,-0.356,-0.621,,68.715,2.523,,,,276.379,295.435,83.654,68.998,106.469,,0.833,33.851,73.086,2025-08-16 02:30:00+05:30,1.736,2025-08-15 21:00:00,2025-08-16,0
,284.154,295.316,273.792,293.067,,101793.877,,-0.42,3.084,-0.147,0.0,0.0,0.001,21.032,0.912,36159.353,10.6,-0.001,-0.146,-0.378,-0.67,0.451,21.346,3.121,,281.025,522.883,284.715,281.27,82.437,68.212,69.666,102.118,0.303,,78.508,2025-08-16 03:30:00+05:30,1.045,2025-08-15 22:00:00,2025-08-16,0
,289.397,278.812,284.087,,66030.256,98072.891,-0.153,-0.183,3.016,-0.143,-0.003,0.001,0.003,20.582,0.968,,21.563,-0.001,-0.145,-0.405,-0.657,,38.509,,,291.981,,,290.314,83.676,,,,0.698,32.87,,2025-08-16 04:30:00+05:30,1.047,2025-08-15 23:00:00,2025-08-16,0
,274.09,,277.89,464.858,,97920.646,-0.426,-0.15,2.815,-0.155,0.001,-0.0,-0.0,18.795,1.0,38793.31,28.196,,-0.163,-0.405,-0.736,0.434,71.751,2.736,,,301.903,283.168,303.055,78.613,69.256,68.455,104.091,0.976,34.177,73.276,2025-08-16 05:30:00+05:30,0.976,2025-08-16 00:00:00,2025-08-16,0
,273.678,294.38,273.47,268.967,64885.32,102336.385,-0.574,,2.987,,-0.001,-0.0,,19.173,1.003,36426.16,,,-0.17,,-0.701,,,2.878,,474.213,288.288,270.39,288.44,85.104,,68.112,,1.043,33.701,78.805,2025-08-16 06:30:00+05:30,1.012,2025-08-16 01:00:00,2025-08-16,0
,288.944,285.326,280.615,293.235,66678.587,102179.524,-0.396,,3.079,-0.161,0.001,-0.0,0.001,18.311,0.942,,12.182,0.0,-0.174,,-1.154,0.451,66.643,2.918,,282.75,288.378,293.016,282.344,78.523,72.942,66.774,102.103,1.963,34.663,,2025-08-16 07:30:00+05:30,1.009,2025-08-16 02:00:00,2025-08-16,0
,,,295.674,511.509,62239.149,,0.054,,2.972,-0.183,-0.001,0.003,-0.001,18.441,0.635,,1.951,-0.001,-0.182,-0.49,-0.775,0.07,308.772,3.038,,296.205,361.864,,300.859,80.107,68.479,67.257,179.215,2.853,32.625,78.713,2025-08-16 08:30:00+05:30,0.959,2025-08-16 03:00:00,2025-08-16,0
,,,,289.522,64599.746,104574.375,0.687,0.323,4.785,,,,-0.001,31.959,0.483,,1.035,-0.0,-0.103,,-0.531,0.685,,5.08,,,302.785,,432.675,,72.219,66.803,99.11,3.042,,74.786,2025-08-16 09:30:00+05:30,0.985,2025-08-16 04:00:00,2025-08-16,0
,290.264,294.364,288.983,273.33,62839.388,100810.654,,0.315,5.973,,-0.002,,-0.001,19.69,0.488,37388.296,,0.0,-0.056,-0.115,-0.185,,242.57,6.18,,277.734,290.844,267.867,297.423,80.333,,64.064,103.058,,33.727,78.166,2025-08-16 10:30:00+05:30,0.995,2025-08-16 05:00:00,2025-08-16,0
,,284.477,290.817,287.587,65716.867,101082.464,1.305,0.413,7.901,0.013,0.0,0.001,-0.0,,0.548,38992.639,142.825,-0.001,,0.042,0.066,1.394,,7.367,,519.835,293.486,,294.318,,73.976,,95.317,,,79.5,2025-08-16 11:30:00+05:30,1.003,2025-08-16 06:00:00,2025-08-16,0
,282.482,,293.698,282.09,65739.468,99799.889,1.326,0.433,8.146,,,-0.0,0.001,21.159,0.605,39030.923,,0.0,,,0.275,1.477,247.312,8.464,,279.348,,283.687,299.266,,72.858,68.193,101.028,4.873,,72.579,2025-08-16 12:30:00+05:30,1.01,2025-08-16 07:00:00,2025-08-16,0
,293.971,279.119,296.521,297.622,,98983.099,,,8.107,,0.0,0.001,0.001,19.667,0.544,36907.687,360.302,0.001,0.038,0.138,0.281,1.514,251.96,13.441,,373.529,292.946,288.836,287.161,78.515,67.615,65.289,,6.077,33.499,73.074,2025-08-16 13:30:00+05:30,,2025-08-16 08:00:00,2025-08-16,0
,292.065,,300.736,559.584,64229.029,,1.409,,,-0.03,,-0.0,0.001,,0.609,39650.333,395.864,-0.002,-0.031,0.003,0.09,1.492,251.501,8.368,1.0,282.586,295.749,283.743,286.739,81.227,68.253,,97.301,5.447,34.672,76.169,2025-08-16 14:30:00+05:30,0.966,2025-08-16 09:00:00,2025-08-16,0
,279.946,293.471,297.385,291.705,62819.95,100390.427,1.681,0.595,8.746,-0.005,-0.001,0.0,-0.001,21.197,0.606,36700.803,280.434,-0.002,,0.048,0.24,1.706,254.764,8.855,,271.964,300.288,272.633,,84.826,70.828,63.21,104.577,5.796,33.642,,2025-08-16 15:30:00+05:30,1.045,2025-08-16 10:00:00,2025-08-16,0
,276.285,,272.179,288.354,65801.998,,,0.365,8.438,,0.001,-0.001,0.001,20.927,0.761,,265.856,-0.001,-0.092,-0.157,-0.106,1.167,255.651,8.479,,276.05,,279.486,302.684,79.124,72.045,64.712,200.099,4.896,32.459,79.053,2025-08-16 16:30:00+05:30,1.001,2025-08-16 11:00:00,2025-08-16,0
,,277.849,295.724,278.701,65915.79,103236.639,0.786,0.112,7.764,-0.115,,,-0.001,20.097,0.706,,61.645,,-0.107,-0.256,,0.76,251.844,7.603,,287.655,302.339,288.021,302.414,81.503,72.961,66.825,147.612,4.121,,74.31,2025-08-16 17:30:00+05:30,0.993,2025-08-16 12:00:00,2025-08-16,0
,273.689,,280.802,,67080.444,104013.247,0.615,0.059,,-0.156,-0.001,-0.001,-0.001,37.746,0.727,37364.519,60.13,,,-0.372,-0.46,0.629,262.738,,,289.607,557.499,269.321,294.093,,74.49,63.808,101.522,3.927,,75.894,2025-08-16 18:30:00+05:30,1.002,2025-08-16 13:00:00,2025-08-16,0
,288.999,285.377,296.726,,65205.838,99019.515,0.104,0.083,5.627,-0.158,-0.001,0.0,-0.001,18.584,0.555,38035.436,8.773,0.002,-0.157,-0.42,-0.61,0.131,,5.147,,290.79,295.411,269.891,294.26,79.563,74.119,69.362,,,33.143,75.762,2025-08-16 19:30:00+05:30,0.979,2025-08-16 14:00:00,2025-08-16,0
,288.544,,272.806,293.999,66873.496,97392.177,,-0.227,4.535,-0.183,-0.002,0.001,,18.851,0.638,,3.514,-0.001,-0.186,-0.464,,,39.596,6.853,,298.53,287.163,279.718,292.526,81.936,70.143,67.966,103.215,0.61,34.548,,2025-08-16 20:30:00+05:30,0.999,2025-08-16 15:00:00,2025-08-16,0
,288.225,289.544,294.129,,66223.187,186775.007,,-0.289,7.228,-0.195,-0.0,-0.0,0.001,19.146,0.583,39638.506,,,,-0.513,-0.876,0.631,112.496,3.868,,271.1,274.718,281.555,,83.072,72.562,68.952,101.821,0.105,33.126,74.675,2025-08-16 21:30:00+05:30,1.023,2025-08-16 16:00:00,2025-08-16,0
,288.596,570.879,496.639,276.753,66558.044,100529.04,-0.415,-0.232,4.055,,0.001,-0.0,-0.0,18.272,0.51,,,-0.0,,-0.516,-0.888,0.47,59.211,4.019,,286.279,291.558,273.768,290.53,83.68,70.853,66.746,104.665,0.027,,73.847,2025-08-16 22:30:00+05:30,1.506,2025-08-16 17:00:00,2025-08-16,0
,280.661,269.975,577.943,275.507,61729.615,105058.717,-0.529,-0.219,3.731,-0.192,-0.0,0.001,-0.002,17.353,0.643,,11.129,0.002,-0.194,-0.537,-0.908,0.597,67.78,3.517,,288.612,283.289,270.255,303.455,159.114,68.723,,97.233,0.031,32.198,79.476,2025-08-16 23:30:00+05:30,,2025-08-16 18:00:00,2025-08-16,0
,,292.933,268.085,,60880.173,104218.623,-0.605,-0.226,2.977,-0.155,,,0.002,18.973,0.732,38173.387,23.247,-0.0,-0.165,-0.446,,,70.378,3.146,,281.537,299.623,,293.365,,,,97.36,,,74.977,2025-08-17 00:30:00+05:30,1.043,2025-08-16 19:00:00,2025-08-17,0
,294.066,,292.417,290.15,67168.247,97974.788,,,2.396,-0.138,,0.003,-0.0,19.151,0.95,36464.216,39.833,,-0.138,-0.395,-0.684,0.777,,2.505,,284.405,288.576,277.918,279.85,165.642,73.454,68.61,99.682,-0.001,34.44,74.791,2025-08-17 01:30:00+05:30,1.0,2025-08-16 20:00:00,2025-08-17,0
,463.154,,,274.094,,104845.117,-0.964,-0.372,,-0.119,0.001,-0.001,-0.001,17.89,0.931,36584.956,35.61,-0.0,-0.109,-0.313,-0.583,0.986,69.28,3.655,,271.829,528.504,495.149,,80.383,74.953,67.644,102.586,0.006,34.044,,2025-08-17 02:30:00+05:30,1.031,2025-08-16 21:00:00,2025-08-17,0
,284.174,,284.81,282.997,62646.282,104120.704,-0.832,-0.831,6.24,-0.096,0.001,-0.001,-0.0,,0.844,,13.83,-0.001,-0.099,-0.267,,1.128,44.154,6.268,,276.123,299.629,273.512,273.446,86.37,71.375,,,1.045,32.802,,2025-08-17 03:30:00+05:30,0.95,2025-08-16 22:00:00,2025-08-17,0
,295.1,290.306,286.733,271.52,63789.888,98167.674,-0.707,-0.783,6.726,-0.059,,,-0.0,19.005,0.835,36695.171,12.724,,,-0.164,-0.249,1.053,42.691,6.879,,286.722,,273.801,283.894,83.378,76.827,65.214,98.042,0.89,32.778,72.504,2025-08-17 04:30:00+05:30,0.995,2025-08-16 23:00:00,2025-08-17,0
,269.215,,273.315,289.63,64788.644,103180.277,-0.711,-0.324,6.903,0.249,,,0.0,21.051,,,105.886,0.0,0.118,0.258,0.54,1.606,68.61,6.656,,280.212,285.651,285.138,288.063,81.223,,69.92,103.208,1.175,33.049,77.605,2025-08-17 05:30:00+05:30,0.958,2025-08-17 00:00:00,2025-08-17,0
,295.129,290.149,291.904,287.299,,103669.524,,-0.103,5.306,0.19,-0.0,0.001,-0.0,20.565,0.847,38647.016,72.522,-0.0,0.202,0.492,0.842,0.95,,5.326,,,272.962,284.626,287.915,80.045,73.733,71.261,101.167,1.599,56.249,,2025-08-17 06:30:00+05:30,0.959,2025-08-17 01:00:00,2025-08-17,0
,285.796,290.347,274.036,286.529,65651.418,99683.167,,,5.511,0.764,0.0,0.002,0.0,22.358,0.814,37943.373,50.505,0.0,0.399,1.052,1.722,1.043,82.234,5.343,,278.583,420.845,279.115,292.415,,71.713,,102.528,,34.399,,2025-08-17 07:30:00+05:30,1.04,2025-08-17 02:00:00,2025-08-17,0
,279.089,271.561,288.44,285.478,61288.972,106060.106,,0.02,6.174,,0.001,0.001,-0.001,21.248,0.623,39267.293,42.014,0.001,0.382,1.082,1.762,,95.354,6.236,,,286.432,283.212,,81.036,71.645,68.306,,2.179,,75.458,2025-08-17 08:30:00+05:30,0.97,2025-08-17 03:00:00,2025-08-17,0
,279.06,281.777,287.015,278.406,,96484.345,-0.302,0.46,,,,,-0.001,22.624,0.693,,41.81,,,,1.834,0.571,255.645,6.445,,294.56,284.348,290.733,282.601,84.221,70.083,66.335,103.956,,33.251,126.133,2025-08-17 09:30:00+05:30,,2025-08-17 04:00:00,2025-08-17,0
,288.388,,296.378,268.802,,105833.352,,,6.201,,-0.001,0.001,0.001,20.061,0.651,36928.831,52.025,0.0,0.066,0.516,1.081,0.744,,6.101,,273.111,,274.569,288.176,85.076,76.358,,101.859,3.867,33.784,,2025-08-17 10:30:00+05:30,1.049,2025-08-17 05:00:00,2025-08-17,0
,276.222,,290.001,288.282,106604.562,102029.626,,,6.348,-0.047,-0.0,0.002,0.001,19.457,0.63,,45.397,-0.0,-0.044,0.147,0.77,1.027,216.213,6.373,,270.171,296.382,,280.227,80.377,,70.871,99.326,4.403,32.63,,2025-08-17 11:30:00+05:30,0.983,2025-08-17 06:00:00,2025-08-17,0
,277.235,293.467,293.957,,,103671.502,0.826,0.145,6.267,0.073,0.0,-0.001,-0.003,20.331,0.683,38156.466,,-0.001,0.067,0.196,0.979,0.824,272.293,6.4,,294.069,400.467,287.26,281.024,82.344,,65.425,,,,77.497,2025-08-17 12:30:00+05:30,1.005,2025-08-17 07:00:00,2025-08-17,0
,297.212,278.817,274.708,275.787,64623.61,,0.924,0.013,5.703,,-0.0,0.0,0.001,,,38356.343,70.196,0.0,0.049,0.154,0.791,0.917,269.293,6.037,,,,279.66,283.706,80.838,74.656,65.085,99.801,5.496,69.189,72.663,2025-08-17 13:30:00+05:30,0.965,2025-08-17 08:00:00,2025-08-17,0
,282.774,,,,66594.41,105472.065,1.19,,6.596,0.142,,-0.002,,21.609,,37287.335,,0.001,0.146,0.403,1.616,1.233,,6.982,,277.196,274.028,267.323,295.638,81.579,74.96,,97.515,5.355,33.596,72.443,2025-08-17 14:30:00+05:30,1.017,2025-08-17 09:00:00,2025-08-17,0
,276.877,268.492,,278.902,61337.906,100382.204,1.653,,7.415,-0.012,,0.001,-0.0,,0.588,36086.243,107.136,0.001,,0.093,0.276,1.689,,7.277,,280.51,,294.861,280.382,,,69.481,104.553,4.935,33.449,,2025-08-17 15:30:00+05:30,0.974,2025-08-17 10:00:00,2025-08-17,0
,296.315,,,282.889,65098.747,96886.018,1.383,0.292,,0.04,0.0,-0.001,0.001,21.864,,,78.941,-0.001,0.037,0.175,0.422,,262.717,7.815,1.0,292.599,298.653,,297.879,79.511,70.739,65.203,103.908,4.185,32.09,79.148,2025-08-17 16:30:00+05:30,0.979,2025-08-17 11:00:00,2025-08-17,0
,279.149,419.898,284.806,272.287,62057.996,130437.208,0.901,-0.029,7.523,0.031,-0.0,,0.0,,0.635,37050.146,54.86,0.001,0.056,,,0.86,283.193,,,293.019,276.642,280.371,294.833,86.56,72.815,66.968,97.064,3.765,,78.614,2025-08-17 17:30:00+05:30,,2025-08-17 12:00:00,2025-08-17,0
,,274.526,275.691,,67027.0,99335.259,0.502,0.159,5.024,,0.0,0.0,,19.307,0.523,,,-0.001,-0.055,-0.068,0.035,0.553,255.391,5.237,,272.268,,282.727,284.365,82.207,72.481,65.008,101.367,,34.156,77.959,2025-08-17 18:30:00+05:30,0.994,2025-08-17 13:00:00,2025-08-17,0
,296.833,297.383,274.746,277.807,,96637.3,,0.029,4.769,-0.151,0.001,-0.0,-0.001,20.159,,37027.675,33.185,-0.0,-0.154,-0.31,,0.066,111.954,4.45,,290.195,284.547,288.459,481.31,86.434,71.426,69.789,103.659,,,73.46,2025-08-17 19:30:00+05:30,,2025-08-17 14:00:00,2025-08-17,0
,272.897,275.178,283.448,,66648.002,104255.688,-0.359,-0.037,3.569,-0.164,,,-0.002,19.688,0.37,38679.4,15.115,0.002,-0.168,,-0.538,0.384,,3.486,,281.155,286.811,287.562,279.738,80.354,75.649,70.705,103.944,0.453,34.32,78.993,2025-08-17 20:30:00+05:30,0.965,2025-08-17 15:00:00,2025-08-17,0
,276.941,270.479,281.558,,65500.733,105051.127,-0.385,,2.815,,-0.0,-0.003,-0.002,,0.377,37129.716,,0.0,-0.175,-0.452,,0.403,,2.691,,270.017,284.922,269.94,,86.468,,,100.652,0.331,32.123,72.79,2025-08-17 21:30:00+05:30,0.957,2025-08-17 16:00:00,2025-08-17,0
,294.303,268.996,279.105,291.961,64162.118,101980.849,-0.472,-0.111,2.436,,-0.001,-0.001,,20.178,0.472,74542.365,15.233,0.001,-0.162,-0.562,-0.61,,77.978,2.459,,285.713,285.058,275.122,296.733,80.81,71.398,66.15,97.948,0.04,32.906,72.74,2025-08-17 22:30:00+05:30,0.972,2025-08-17 17:00:00,2025-08-17,0
,277.88,288.816,291.293,273.187,,97641.053,-0.422,-0.101,3.05,-0.138,,-0.001,0.001,19.982,1.036,,82.565,-0.002,,-0.382,-0.613,,130.119,2.914,,,297.615,272.987,,85.465,76.242,68.134,,0.007,,78.468,2025-08-17 23:30:00+05:30,0.989,2025-08-17 18:00:00,2025-08-17,0
,273.962,270.689,270.772,,,104275.502,-0.453,-0.126,3.868,,,0.0,-0.001,20.153,1.049,,108.854,,-0.069,-0.163,-0.255,0.491,77.309,,,289.839,275.513,275.469,274.446,,,,104.069,,32.667,76.135,2025-08-18 00:30:00+05:30,1.018,2025-08-17 19:00:00,2025-08-18,0
,292.466,,284.261,284.084,66789.444,105052.153,-0.389,-0.027,,0.152,-0.001,0.001,0.001,,1.604,,132.506,0.001,0.143,,0.472,0.392,,3.278,,282.627,277.15,,296.049,95.292,90.471,74.988,101.649,0.052,,104.567,2025-08-18 01:30:00+05:30,1.031,2025-08-17 20:00:00,2025-08-18,0
,292.169,,279.469,,65620.877,101346.147,-0.359,-0.013,4.281,0.728,0.001,0.001,,24.545,0.976,37210.517,100.182,,1.617,1.778,5.895,0.353,90.691,4.46,,286.818,285.377,580.589,280.678,88.416,124.53,,98.964,0.001,32.01,73.734,2025-08-18 02:30:00+05:30,0.991,2025-08-17 21:00:00,2025-08-18,0
,,273.477,291.768,286.616,61635.807,105714.471,-0.242,0.021,4.502,0.275,-0.001,0.001,-0.002,22.814,1.007,38638.338,118.872,0.0,0.27,1.015,1.501,0.234,142.828,4.39,,,296.558,,276.857,94.67,89.383,79.394,100.64,,31.824,76.923,2025-08-18 03:30:00+05:30,1.916,2025-08-17 22:00:00,2025-08-18,0
,288.372,269.526,,,65261.786,105598.92,-0.3,0.06,4.356,0.063,0.0,,-0.001,31.53,1.004,38531.761,120.904,,0.062,0.581,1.657,0.297,104.453,,,279.362,297.638,291.58,276.861,90.429,86.683,78.293,104.639,0.032,33.898,76.654,2025-08-18 04:30:00+05:30,0.975,2025-08-17 23:00:00,2025-08-18,0
,270.664,285.274,285.299,270.08,65341.082,106708.51,-0.413,-0.052,3.969,0.03,,,0.0,28.173,,37161.203,69.667,-0.001,0.036,0.22,0.781,,79.563,3.641,,275.054,282.506,,297.721,89.802,85.507,76.4,104.207,,32.365,78.519,2025-08-18 05:30:00+05:30,1.012,2025-08-18 00:00:00,2025-08-18,0
,,285.016,270.758,281.047,63626.973,,-0.299,0.016,3.363,0.04,-0.002,,-0.001,21.179,0.976,38149.677,,,0.036,0.146,,0.295,93.025,,,,272.472,267.139,288.479,96.087,86.62,79.516,97.257,0.469,31.919,72.87,2025-08-18 06:30:00+05:30,,2025-08-18 01:00:00,2025-08-18,0
,276.198,277.928,454.542,276.029,63045.557,,-0.106,,7.841,0.143,0.001,0.001,0.0,,0.955,37302.829,56.868,0.0,0.138,0.37,1.088,,145.715,4.084,,274.256,297.51,289.235,273.762,89.506,85.035,78.692,95.234,1.039,,77.199,2025-08-18 07:30:00+05:30,,2025-08-18 02:00:00,2025-08-18,0
,292.363,296.327,285.842,,63490.474,105693.881,0.643,0.443,,0.47,,0.0,,23.782,1.013,39488.588,42.474,-0.0,0.466,1.173,2.31,0.749,229.665,6.465,,285.794,271.263,290.129,513.124,95.029,90.476,77.273,,1.36,31.876,,2025-08-18 08:30:00+05:30,1.043,2025-08-18 03:00:00,2025-08-18,0
,284.522,269.863,284.94,,66633.094,104371.516,0.655,,,0.611,0.0,0.001,-0.0,,1.002,36504.005,50.503,-0.002,0.579,1.549,2.772,0.792,227.834,7.604,,272.891,282.617,272.441,280.802,94.229,84.948,75.256,98.931,1.559,31.855,72.615,2025-08-18 09:30:00+05:30,0.991,2025-08-18 04:00:00,2025-08-18,0
,,427.771,272.645,281.581,64370.088,97931.793,0.936,0.633,7.894,1.28,,0.001,0.0,28.543,0.999,,42.684,0.001,1.225,3.095,5.68,,238.855,8.054,,,275.511,292.856,299.234,95.331,,79.56,100.071,1.954,32.445,72.485,2025-08-18 10:30:00+05:30,1.031,2025-08-18 05:00:00,2025-08-18,0
,294.749,287.051,293.308,280.458,122177.721,106597.677,1.262,,7.997,0.684,,-0.001,,,0.949,,537.084,0.0,0.736,2.458,3.915,1.476,243.404,7.583,,278.422,275.234,287.975,281.34,89.216,84.684,76.177,100.951,1.504,34.384,73.73,2025-08-18 11:30:00+05:30,1.002,2025-08-18 06:00:00,2025-08-18,0
,271.049,,280.598,298.011,101339.131,98743.502,1.545,1.591,10.002,0.477,0.002,0.001,0.0,25.385,1.032,37393.677,2079.099,0.0,,,3.432,1.798,229.899,9.812,,295.718,273.017,279.654,274.197,92.191,177.439,,211.809,,,77.66,2025-08-18 12:30:00+05:30,1.046,2025-08-18 07:00:00,2025-08-18,0
,292.827,293.562,277.371,293.632,66277.818,99889.278,1.387,0.905,9.846,1.757,,-0.001,0.0,,0.998,38013.136,,0.002,1.85,4.542,9.043,1.719,229.848,10.256,,400.96,272.773,294.172,282.658,92.18,,81.868,215.151,1.385,33.221,,2025-08-18 13:30:00+05:30,,2025-08-18 08:00:00,2025-08-18,0
,285.422,,274.882,295.886,62751.178,101376.325,1.239,0.726,10.002,0.696,,0.002,0.001,25.949,0.967,,,-0.001,0.704,2.403,4.864,2.401,237.006,10.1,,274.49,285.666,,412.098,149.899,90.131,80.818,102.989,1.153,32.32,73.012,2025-08-18 14:30:00+05:30,,2025-08-18 09:00:00,2025-08-18,0
,287.968,290.543,,281.465,,103253.123,0.551,0.356,8.439,0.664,0.001,0.0,-0.003,26.692,1.008,39431.694,,0.001,0.652,2.516,4.464,0.655,233.048,8.352,,288.165,,278.885,277.041,90.715,85.328,79.4,98.656,0.574,32.112,78.326,2025-08-18 15:30:00+05:30,1.012,2025-08-18 10:00:00,2025-08-18,0
,282.791,272.675,275.749,296.075,66536.322,99290.133,-0.396,,,0.26,0.001,0.002,,,1.043,39554.01,31.404,0.002,0.281,1.148,2.67,0.468,117.191,7.031,,293.18,,275.927,375.534,92.641,,77.186,97.103,2.652,33.625,76.339,2025-08-18 16:30:00+05:30,1.024,2025-08-18 11:00:00,2025-08-18,0
,,289.357,,277.35,66610.592,100481.209,-0.403,0.039,5.878,0.043,,,-0.001,21.942,1.03,37836.501,17.636,0.001,0.044,0.464,1.616,0.406,97.396,5.628,1.0,281.516,272.777,271.675,291.519,93.178,86.516,76.464,101.822,3.693,,77.162,2025-08-18 17:30:00+05:30,1.037,2025-08-18 12:00:00,2025-08-18,0
,276.559,289.171,290.309,292.281,67365.083,102424.462,,-0.388,,0.001,-0.001,0.0,,20.445,0.925,36316.1,8.442,,0.003,,1.328,0.867,62.279,5.34,,274.149,293.348,268.818,297.813,91.667,85.473,97.558,,3.483,34.116,74.921,2025-08-18 18:30:00+05:30,1.039,2025-08-18 13:00:00,2025-08-18,0
